CustomerID,Gender,Age,MaritalStatus,Education,Income,Spent,CampaignChannel,CampaignType,Response,JoinDate,LastPurchaseDate
C0579,Female,64,Married,Master,63021,10823,Social Media,Newsletter,0,2021-05-17,2022-04-03
C0580,Male,34,Single,High School,71499,9286,Social Media,New Product,0,2021-08-27,2021-11-14
C0581,Female,45,Married,Master,68016,12174,Social Media,Discount,0,2020-12-22,2021-11-08
C0582,Female,56,Married,High School,61040,7879,Email,Discount,1,2019-06-07,2019-08-09
C0583,Female,40,Divorced,Bachelor,39323,8397,Email,New Product,0,2019-11-24,2020-08-18
C0584,Male,68,Single,High School,70955,11605,Social Media,Discount,0,2022-01-05,2022-12-31
C0585,Female,50,Single,Bachelor,75471,4407,Phone,Discount,0,2021-01-04,2021-02-10
C0586,Male,44,Married,High School,44355,3785,Email,Loyalty Program,0,2020-09-24,2021-01-31
C0587,Male,42,Married,Bachelor,46559,10382,Email,New Product,0,2023-01-17,2023-06-08
C0588,Male,43,Single,Bachelor,76103,12372,Social Media,Loyalty Program,0,2022-08-26,2022-12-03
C0589,Male,57,Divorced,High School,56873,13653,Email,Discount,0,2019-11-23,2019-12-18
C0590,Male,47,Married,Bachelor,46948,3027,Social Media,New Product,0,2020-05-22,2021-03-14
C0591,Male,40,Single,Master,64088,6988,Social Media,New Product,0,2021-05-19,2022-03-08
C0592,Female,62,Single,PhD,50422,4472,Email,Discount,0,2022-02-04,2022-10-01
C0593,Male,37,Married,High School,62415,10034,Email,New Product,0,2019-08-29,2020-01-22
C0594,Male,55,Married,Master,53801,6808,Web Ads,Discount,1,2020-03-10,2021-01-08
C0595,Female,54,Single,Bachelor,55087,4487,Phone,Loyalty Program,0,2021-11-17,2022-07-11
C0596,Female,64,Married,Bachelor,76655,13686,Phone,New Product,0,2020-12-04,2021-01-09
C0597,Female,28,Married,High School,22972,3612,Social Media,New Product,0,2022-06-26,2023-06-02
C0598,Male,57,Single,Bachelor,68321,7170,Phone,Discount,1,2022-10-19,2023-02-22
C0599,Male,49,Married,Master,74181,10827,Web Ads,Discount,0,2023-02-04,2023-05-13
C0600,Male,63,Divorced,Bachelor,50670,10090,Phone,New Product,0,2020-08-11,2020-12-05
C0601,Male,53,Single,Bachelor,74066,6744,Email,New Product,0,2020-02-17,2020-10-04
C0602,Male,51,Single,Bachelor,45614,4952,Social Media,Discount,1,2020-07-22,2021-03-11
C0603,Male,22,Married,High School,50100,5973,Social Media,Discount,0,2022-04-03,2022-08-12
C0604,Male,22,Married,Master,48372,9642,Social Media,Discount,0,2021-09-15,2022-09-13
C0605,Male,47,Divorced,Master,74269,16293,Social Media,New Product,0,2021-12-07,2022-01-18
C0606,Female,63,Married,High School,33825,4237,Web Ads,Discount,1,2020-04-28,2020-08-06
C0607,Male,34,Married,Master,84602,9249,Phone,New Product,0,2022-03-27,2022-10-06
C0608,Male,60,Married,High School,55425,12630,Email,Discount,0,2020-10-29,2021-07-23
C0609,Female,42,Married,PhD,69223,17296,Email,New Product,1,2019-05-31,2019-06-22
C0610,Female,59,Single,Bachelor,67930,12503,Social Media,Discount,0,2019-08-13,2019-09-15
C0611,Male,30,Single,High School,62268,15442,Email,New Product,0,2022-07-07,2023-06-06
C0612,Female,67,Single,Bachelor,50989,9279,Social Media,Discount,0,2022-11-11,2022-12-24
C0613,Female,51,Married,Bachelor,78635,15466,Social Media,Discount,1,2019-09-13,2020-05-26
C0614,Male,55,Single,High School,52277,6677,Social Media,New Product,0,2019-03-02,2020-02-17
C0615,Female,52,Divorced,Bachelor,49031,6697,Web Ads,Discount,1,2020-01-31,2020-02-28
C0616,Female,43,Single,Bachelor,73165,5767,Social Media,Discount,0,2022-11-21,2022-12-30
C0617,Male,58,Single,Master,62186,13342,Email,Loyalty Program,0,2022-03-31,2022-05-28
C0618,Male,53,Married,High School,80367,18983,Email,Newsletter,0,2020-01-15,2020-07-22
C0619,Female,47,Married,Bachelor,59059,10316,Social Media,Discount,0,2023-01-06,2023-08-29
C0620,Female,56,Single,High School,50236,5964,Email,Loyalty Program,1,2019-12-15,2020-03-11
C0621,Male,26,Single,Master,64121,5181,Social Media,New Product,0,2019-01-31,2019-09-04
C0622,Male,23,Divorced,High School,53285,5490,Email,Discount,0,2019-03-12,2019-04-25
C0623,Male,56,Single,Master,50671,5121,Social Media,Newsletter,0,2020-02-01,2020-10-17
C0624,Female,20,Single,Master,72478,12517,Web Ads,Loyalty Program,0,2023-01-01,2023-03-22
C0625,Female,20,Married,Bachelor,87473,20906,Email,Newsletter,0,2019-01-02,2019-11-17
C0626,Male,66,Single,Bachelor,56303,3358,Social Media,Discount,0,2021-07-17,2022-05-01
C0627,Female,39,Married,High School,45378,2278,Social Media,Discount,0,2020-07-15,2020-12-23
C0628,Female,38,Single,High School,57698,9810,Phone,New Product,0,2022-03-04,2022-10-26
C0629,Male,48,Single,Master,67722,7233,Social Media,New Product,0,2019-05-26,2020-02-02
C0630,Male,29,Single,Master,63862,14439,Social Media,Discount,0,2019-06-28,2019-07-17
C0631,Female,37,Single,High School,77913,8995,Phone,Newsletter,0,2019-09-21,2020-08-12
C0632,Female,47,Single,Bachelor,69976,7553,Social Media,New Product,0,2022-08-27,2022-10-23
C0633,Female,54,Single,Master,43448,4514,Social Media,New Product,1,2019-07-23,2019-11-21
C0634,Female,62,Married,Bachelor,52600,4153,Email,New Product,0,2020-11-29,2021-06-30
C0635,Male,66,Single,High School,39287,6533,Phone,New Product,0,2021-11-19,2022-05-04
C0636,Male,50,Married,High School,77170,6454,Web Ads,Discount,0,2019-02-28,2020-02-15
C0637,Female,46,Married,High School,30121,4064,Web Ads,Newsletter,0,2021-10-29,2021-12-03
C0638,Male,30,Married,Master,40750,5794,Web Ads,Discount,0,2021-09-14,2022-07-28
C0639,Male,68,Single,Bachelor,52322,2830,Phone,Discount,0,2022-09-09,2023-03-03
C0640,Male,68,Divorced,Bachelor,68458,3653,Social Media,Newsletter,0,2019-06-16,2020-02-29
C0641,Male,57,Single,Master,52175,8037,Phone,Newsletter,0,2022-09-22,2023-06-20
C0642,Male,24,Single,Bachelor,54521,10315,Social Media,Loyalty Program,1,2021-06-25,2022-03-25
C0643,Male,27,Married,Master,54817,13069,Social Media,Newsletter,1,2022-11-03,2022-11-29
C0644,Male,53,Married,Bachelor,62591,5371,Social Media,New Product,0,2021-06-16,2021-09-09
C0645,Male,67,Married,High School,41692,2945,Social Media,Newsletter,0,2021-03-01,2021-11-19
C0646,Female,31,Single,Master,45792,2766,Phone,Discount,0,2019-08-30,2020-04-01
C0647,Female,57,Married,Bachelor,85213,11691,Social Media,Loyalty Program,0,2021-06-26,2021-08-08
C0648,Female,20,Single,High School,66035,11531,Email,Loyalty Program,0,2022-03-29,2022-09-01
C0649,Female,50,Divorced,Bachelor,71411,15575,Email,Discount,0,2021-02-15,2022-01-16
C0650,Female,23,Single,High School,60870,11354,Web Ads,New Product,0,2022-06-12,2023-05-25
C0651,Male,68,Married,Bachelor,57895,5307,Phone,New Product,0,2023-01-16,2023-09-10
C0652,Female,64,Married,Master,66856,9517,Social Media,Loyalty Program,0,2019-07-18,2019-11-22
C0653,Female,69,Married,Master,70914,16456,Social Media,Discount,1,2021-11-22,2022-05-15
C0654,Female,24,Married,Master,72691,8384,Social Media,Loyalty Program,0,2020-02-12,2020-03-30
C0655,Male,49,Married,High School,58101,8700,Email,Discount,1,2022-01-17,2022-11-18
C0656,Male,43,Single,Bachelor,74330,17966,Social Media,New Product,0,2019-08-09,2020-01-02
C0657,Male,22,Single,High School,23006,4530,Phone,Newsletter,1,2021-12-28,2022-11-11
C0658,Male,30,Single,Master,73384,14643,Social Media,New Product,0,2022-08-10,2023-04-22
C0659,Female,64,Married,Bachelor,53596,5384,Social Media,Discount,0,2022-06-14,2023-01-07
C0660,Female,23,Married,Bachelor,68300,9079,Email,Discount,0,2022-03-29,2022-06-12
C0661,Male,45,Married,Master,50260,3340,Social Media,Loyalty Program,0,2021-04-19,2021-07-17
C0662,Female,46,Single,Bachelor,40099,6869,Email,Newsletter,0,2021-02-26,2021-04-28
C0663,Female,65,Single,Bachelor,65095,4605,Social Media,Newsletter,0,2022-08-06,2022-12-22
C0664,Male,62,Married,PhD,37477,8139,Social Media,Loyalty Program,0,2020-07-07,2020-07-17
C0665,Male,46,Married,PhD,54004,11498,Web Ads,Discount,0,2020-07-31,2021-01-23
C0666,Male,61,Married,High School,47813,7493,Social Media,Discount,0,2020-06-16,2020-07-11
C0667,Male,70,Divorced,Bachelor,57374,4488,Social Media,Discount,0,2019-12-01,2020-05-03
C0668,Male,69,Single,PhD,71958,3966,Social Media,Discount,0,2021-10-17,2022-02-15
C0669,Male,25,Married,High School,52652,11022,Phone,Discount,1,2019-09-03,2019-12-23
C0670,Male,34,Married,Bachelor,64718,11003,Email,Discount,0,2022-09-08,2022-12-08
C0671,Male,49,Single,High School,71090,13662,Social Media,New Product,0,2020-09-02,2020-12-19
C0672,Female,61,Single,Bachelor,50891,5636,Web Ads,Discount,1,2019-11-25,2020-05-11
C0673,Male,56,Single,High School,51108,7763,Email,Loyalty Program,0,2020-06-30,2020-08-18
C0674,Female,56,Married,Bachelor,80539,16062,Social Media,Newsletter,0,2019-12-05,2020-05-17
C0675,Male,61,Married,High School,58809,8381,Web Ads,New Product,0,2022-04-09,2022-05-24
C0676,Female,56,Married,Bachelor,67637,11517,Social Media,Loyalty Program,0,2022-02-07,2022-10-21
C0677,Male,54,Divorced,PhD,67523,14041,Phone,Loyalty Program,0,2021-09-20,2021-10-03
C0678,Male,42,Married,Master,42030,3910,Social Media,Discount,0,2021-03-17,2022-01-01
C0679,Female,25,Single,Master,48586,3069,Social Media,Discount,0,2021-10-30,2022-10-25
C0680,Female,23,Married,Bachelor,65630,10262,Phone,Discount,0,2022-05-10,2023-04-18
C0681,Female,37,Married,High School,28990,1809,Phone,Discount,0,2022-07-04,2023-03-19
C0682,Male,28,Married,High School,56830,11554,Web Ads,Loyalty Program,1,2022-07-09,2022-07-30
C0683,Male,68,Married,Master,47020,9114,Email,Newsletter,0,2020-11-23,2021-09-11
C0684,Female,48,Married,Bachelor,76657,17350,Social Media,Newsletter,1,2020-03-05,2020-10-16
C0685,Female,32,Single,High School,65191,11598,Email,Discount,0,2021-12-25,2022-11-18
C0686,Female,66,Married,Master,77868,4939,Email,Newsletter,0,2021-03-16,2022-01-30
C0687,Female,36,Single,High School,59413,5978,Social Media,Discount,0,2020-09-03,2020-12-03
C0688,Male,64,Single,High School,58291,12333,Social Media,Loyalty Program,0,2019-02-04,2019-02-27
C0689,Female,51,Single,PhD,55426,4623,Email,Discount,0,2020-07-10,2020-09-13
C0690,Male,67,Single,Master,52453,9950,Email,Discount,0,2020-05-05,2021-04-21
C0691,Male,41,Single,Bachelor,100269,20660,Social Media,Discount,0,2019-09-11,2020-06-28
C0692,Male,23,Married,PhD,72107,8366,Web Ads,Newsletter,0,2019-01-17,2019-08-13
C0693,Female,24,Divorced,Bachelor,44007,5037,Phone,Discount,0,2019-09-18,2020-09-09
C0694,Male,56,Single,Master,99589,16089,Email,Discount,0,2022-07-03,2022-12-25
C0695,Male,60,Single,High School,53925,11985,Web Ads,Newsletter,0,2020-12-28,2021-10-25
C0696,Female,68,Single,High School,64817,6143,Social Media,Newsletter,0,2022-12-18,2023-05-22
C0697,Male,32,Single,Bachelor,74093,17652,Web Ads,Discount,0,2020-05-15,2020-08-10
C0698,Female,53,Single,Master,36930,6271,Social Media,Loyalty Program,0,2021-10-12,2022-02-10
C0699,Male,64,Divorced,Bachelor,47590,11822,Social Media,Discount,0,2019-10-13,2019-11-14
C0700,Female,41,Single,High School,84722,5754,Web Ads,Discount,0,2019-01-07,2019-05-12
C0701,Female,42,Married,High School,56627,4264,Email,New Product,0,2022-05-07,2022-10-05
C0702,Male,70,Single,Master,74980,16145,Web Ads,New Product,1,2020-10-20,2021-05-14
C0703,Male,22,Married,High School,53197,11860,Web Ads,New Product,0,2021-07-25,2022-05-08
C0704,Male,61,Married,Bachelor,58574,8147,Web Ads,New Product,0,2022-12-12,2023-01-18
C0705,Male,53,Divorced,High School,86778,16732,Social Media,New Product,1,2019-02-21,2019-12-26
C0706,Female,51,Married,High School,66562,14877,Email,Loyalty Program,1,2019-08-31,2019-11-24
C0707,Male,64,Single,Bachelor,54827,3214,Social Media,Loyalty Program,1,2022-05-27,2022-06-23
C0708,Female,70,Single,Bachelor,49749,8198,Web Ads,New Product,0,2020-06-01,2020-09-18
C0709,Male,68,Married,Bachelor,51121,11282,Social Media,Discount,0,2021-08-27,2022-01-07
C0710,Female,40,Single,High School,78623,10191,Social Media,New Product,0,2019-04-19,2020-02-14
C0711,Female,65,Married,Master,71482,7897,Social Media,Loyalty Program,1,2022-10-06,2023-02-17
C0712,Female,63,Single,High School,42769,8944,Social Media,New Product,0,2021-07-09,2021-07-25
C0713,Female,40,Single,Bachelor,61307,7182,Email,New Product,0,2019-03-07,2019-04-08
C0714,Male,63,Married,PhD,58997,2987,Social Media,Discount,1,2021-10-30,2022-04-19
C0715,Male,30,Married,High School,64741,15661,Web Ads,New Product,0,2019-07-21,2019-11-24
C0716,Female,58,Married,Master,50946,8580,Email,Discount,0,2021-06-19,2022-06-15
C0717,Female,23,Single,High School,76467,16356,Web Ads,Newsletter,0,2019-08-02,2019-09-01
C0718,Female,70,Married,Bachelor,59979,12899,Phone,Loyalty Program,0,2019-03-09,2019-11-25
C0719,Male,20,Single,Bachelor,65601,4151,Social Media,Discount,0,2021-01-28,2021-12-29
C0720,Female,47,Single,PhD,48229,4059,Social Media,New Product,0,2021-05-15,2022-03-29
C0721,Female,43,Married,High School,48985,5497,Email,Loyalty Program,1,2019-11-23,2020-02-24
C0722,Male,54,Single,Bachelor,99862,11398,Social Media,Discount,0,2021-12-09,2022-01-28
C0723,Male,32,Single,PhD,87001,15813,Phone,New Product,0,2021-11-06,2022-06-06
C0724,Female,66,Single,Bachelor,58954,10294,Social Media,Loyalty Program,1,2020-06-06,2020-10-21
C0725,Female,53,Single,Bachelor,82995,12359,Social Media,Loyalty Program,0,2022-08-22,2023-01-20
C0726,Female,30,Single,High School,78191,7213,Email,Discount,0,2022-11-16,2023-11-04
C0727,Male,55,Single,Master,50621,6398,Phone,New Product,0,2021-09-14,2022-01-04
C0728,Female,70,Single,High School,49126,7797,Social Media,Newsletter,0,2022-02-21,2022-06-17
C0729,Male,36,Single,High School,70030,10056,Social Media,Newsletter,0,2021-09-30,2021-10-26
C0730,Male,54,Married,Bachelor,63900,4821,Email,Loyalty Program,0,2020-05-18,2020-06-21
C0731,Male,37,Single,Bachelor,53969,9709,Web Ads,Newsletter,1,2022-06-02,2022-08-14
C0732,Female,59,Single,PhD,70818,4575,Social Media,New Product,0,2021-01-25,2022-01-11
C0733,Female,41,Single,Master,38362,4819,Social Media,New Product,0,2022-09-03,2023-05-07
C0734,Female,43,Married,Master,61725,11851,Social Media,New Product,0,2020-04-17,2020-10-19
C0735,Male,38,Married,Master,41416,2236,Phone,Discount,0,2021-05-07,2022-03-03
C0736,Female,56,Married,Bachelor,41910,6873,Email,New Product,0,2020-06-24,2021-04-22
C0737,Male,58,Married,High School,49398,5774,Phone,New Product,0,2022-10-13,2023-08-29
C0738,Female,40,Married,Master,65449,3388,Social Media,Loyalty Program,1,2021-05-18,2021-10-30
C0739,Male,27,Married,High School,49871,4392,Social Media,Loyalty Program,0,2021-05-27,2021-07-28
C0740,Male,47,Married,Bachelor,41728,9939,Phone,New Product,0,2021-07-28,2021-10-18
C0741,Female,24,Single,Master,67158,10357,Phone,Discount,0,2021-05-26,2021-12-04
C0742,Male,36,Single,Bachelor,82391,20552,Phone,Discount,0,2022-12-23,2023-07-09
C0743,Female,56,Single,Master,69582,10782,Web Ads,Discount,0,2021-03-07,2021-03-29
C0744,Female,55,Divorced,High School,87026,13818,Email,Loyalty Program,1,2020-04-16,2020-06-11
C0745,Male,38,Married,Bachelor,81137,10415,Web Ads,Discount,0,2021-04-17,2021-10-03
C0746,Female,46,Married,High School,52688,5901,Email,New Product,0,2022-08-16,2023-06-05
C0747,Male,53,Single,Bachelor,69482,6969,Phone,Discount,1,2019-03-25,2019-05-26
C0748,Female,30,Married,Master,58625,6957,Social Media,Loyalty Program,0,2020-01-12,2020-11-03
C0749,Female,64,Single,Bachelor,75931,10779,Social Media,Newsletter,1,2022-08-29,2022-09-15
C0750,Female,66,Single,High School,58622,5182,Social Media,Loyalty Program,0,2022-09-05,2022-11-25
C0751,Male,31,Married,High School,48169,4574,Social Media,Discount,0,2019-07-23,2019-11-07
C0752,Female,40,Married,High School,80601,8407,Email,New Product,0,2022-10-10,2023-01-14
C0753,Female,30,Single,Bachelor,64766,9057,Social Media,Discount,0,2021-10-05,2022-09-09
C0754,Male,58,Married,Master,50047,9036,Email,Discount,0,2022-08-10,2022-11-28
C0755,Male,47,Single,High School,52519,11618,Social Media,Discount,0,2020-05-18,2021-03-04
C0756,Female,24,Divorced,Master,49951,5366,Email,Discount,0,2022-03-14,2023-01-06
C0757,Female,36,Single,Master,44973,3901,Email,Discount,0,2020-06-22,2021-02-23
C0758,Female,39,Single,Bachelor,52837,6645,Email,Discount,1,2019-01-17,2019-08-10
C0759,Female,60,Single,Bachelor,65595,15013,Social Media,Discount,0,2020-07-28,2020-11-11
C0760,Female,65,Single,Master,60960,3168,Web Ads,New Product,0,2020-07-29,2020-11-11
C0761,Male,31,Single,High School,53426,9914,Web Ads,Newsletter,0,2021-10-11,2022-07-08
C0762,Male,25,Married,High School,82432,11988,Email,Newsletter,0,2021-11-28,2022-04-07
C0763,Male,36,Married,High School,29840,2453,Social Media,Discount,0,2019-05-10,2020-02-16
C0764,Female,70,Married,PhD,64592,7376,Phone,New Product,0,2019-04-25,2020-03-31
C0765,Male,38,Single,Master,57858,5495,Social Media,Newsletter,1,2023-01-13,2023-03-15
C0766,Female,45,Married,Master,45447,10251,Phone,Discount,0,2021-08-07,2022-06-30
C0767,Female,67,Single,High School,65466,9582,Email,Loyalty Program,0,2021-12-04,2022-05-25
C0768,Female,63,Single,Bachelor,56703,9220,Social Media,New Product,1,2019-08-04,2020-02-19
C0769,Male,63,Married,High School,78706,13280,Social Media,Newsletter,1,2021-04-27,2022-02-07
C0770,Female,51,Married,High School,73020,12991,Email,Newsletter,0,2022-12-09,2023-03-13
C0771,Male,25,Single,Bachelor,88591,13209,Social Media,Loyalty Program,0,2020-11-19,2021-06-10
C0772,Female,55,Single,PhD,52750,2826,Social Media,Loyalty Program,0,2021-09-29,2022-04-07
C0773,Male,57,Divorced,Master,80948,9466,Email,Discount,0,2019-09-22,2019-10-22
C0774,Male,30,Single,Bachelor,42512,3688,Social Media,Discount,1,2023-01-03,2023-08-03
C0775,Female,52,Married,High School,58340,10852,Phone,New Product,0,2020-09-08,2021-04-07
C0776,Male,43,Married,High School,53021,3252,Web Ads,Discount,0,2022-11-05,2023-04-14
C0777,Male,42,Single,Bachelor,69036,11236,Social Media,Discount,0,2019-10-28,2020-04-13
C0778,Female,34,Single,Master,68674,6326,Social Media,Discount,0,2021-09-11,2022-07-27
C0779,Female,46,Single,Master,46490,11146,Social Media,Newsletter,0,2022-04-09,2022-05-14
C0780,Female,30,Married,Bachelor,69872,8182,Social Media,Discount,0,2020-02-10,2020-12-24
C0781,Female,70,Married,Bachelor,54292,6245,Email,Discount,0,2022-10-10,2022-12-24
C0782,Female,69,Married,High School,47748,11205,Social Media,New Product,0,2019-06-10,2020-03-08
C0783,Male,36,Divorced,High School,59823,7984,Social Media,New Product,0,2019-01-26,2019-07-21
C0784,Male,70,Married,Bachelor,37847,9180,Social Media,Discount,0,2019-03-24,2020-01-15
C0785,Male,33,Married,High School,73969,4056,Web Ads,Newsletter,0,2019-06-22,2019-12-02
C0786,Female,46,Married,Bachelor,59165,6583,Phone,New Product,0,2021-09-25,2022-09-12
C0787,Female,37,Married,Master,59493,10901,Email,New Product,1,2021-03-04,2021-10-05
C0788,Male,47,Married,Bachelor,58692,13391,Email,Discount,0,2021-12-29,2022-06-09
C0789,Female,70,Married,High School,84702,8578,Email,New Product,0,2021-04-14,2021-10-24
C0790,Female,66,Married,High School,82783,19544,Phone,Loyalty Program,0,2019-01-06,2019-06-23
C0791,Male,66,Single,Bachelor,80261,13550,Phone,Discount,0,2021-03-06,2021-09-25
C0792,Female,23,Married,Bachelor,58724,12343,Web Ads,Discount,0,2022-05-03,2022-05-14
C0793,Female,26,Single,Bachelor,43265,5600,Social Media,Discount,0,2020-06-08,2021-01-18
C0794,Female,64,Single,Bachelor,59760,5523,Web Ads,Newsletter,0,2019-03-04,2019-09-04
C0795,Male,54,Single,Bachelor,64716,15030,Social Media,Discount,0,2021-11-02,2022-01-25
C0796,Female,67,Married,Master,72189,17081,Web Ads,Newsletter,0,2021-01-30,2021-11-20
C0797,Female,28,Married,Bachelor,64667,9668,Phone,Discount,0,2019-07-24,2019-12-07
C0798,Female,27,Single,Master,44602,2288,Social Media,New Product,0,2021-06-15,2021-08-12
C0799,Female,64,Married,Bachelor,51968,3739,Social Media,Loyalty Program,0,2019-02-09,2019-03-22
C0800,Female,36,Married,High School,50607,8330,Phone,Discount,0,2022-04-03,2022-09-17
C0801,Female,36,Single,Bachelor,68085,3728,Social Media,New Product,0,2021-11-20,2021-12-14
C0802,Male,68,Married,Bachelor,68453,8856,Email,Discount,0,2021-05-26,2022-04-18
C0803,Female,52,Married,Master,70419,7793,Email,Discount,0,2021-04-04,2022-03-13
C0804,Female,51,Married,Master,64515,12442,Social Media,Loyalty Program,0,2021-06-27,2022-03-06
C0805,Male,27,Married,Master,29112,1779,Social Media,Discount,1,2020-02-02,2020-02-28
C0806,Female,38,Married,Master,34112,5039,Email,Loyalty Program,0,2023-01-22,2023-02-22
C0807,Female,57,Single,Bachelor,57897,9600,Email,Discount,0,2022-05-31,2023-02-08
C0808,Female,22,Single,Bachelor,61471,10662,Social Media,Discount,0,2020-09-25,2020-12-24
C0809,Female,24,Single,Bachelor,78804,10325,Social Media,Loyalty Program,0,2022-01-06,2022-06-08
C0810,Male,32,Divorced,PhD,61166,6781,Email,New Product,0,2021-04-18,2021-05-05
C0811,Female,66,Single,Master,45360,8459,Email,Discount,1,2020-08-22,2021-02-14
C0812,Female,65,Single,High School,69932,15351,Email,New Product,0,2020-09-16,2021-07-09
C0813,Male,50,Married,Master,59741,11274,Email,Discount,0,2021-07-26,2022-04-29
C0814,Female,35,Divorced,High School,53969,12759,Web Ads,Newsletter,0,2021-06-02,2022-03-27
C0815,Female,69,Married,Bachelor,35781,6921,Email,Discount,0,2022-12-22,2023-07-05
C0816,Female,51,Single,High School,61277,12434,Phone,Discount,1,2020-02-29,2020-03-21
C0817,Female,41,Single,Bachelor,63432,5301,Social Media,Loyalty Program,0,2020-01-22,2020-11-07
C0818,Male,48,Single,Master,45057,6033,Web Ads,Discount,1,2022-06-16,2023-04-25
C0819,Male,41,Single,High School,71165,10462,Email,Discount,0,2021-09-30,2021-12-31
C0820,Male,62,Single,High School,69821,7069,Email,Discount,0,2021-05-07,2021-07-10
C0821,Female,22,Married,High School,60733,9456,Email,Newsletter,0,2020-09-14,2021-02-01
C0822,Male,29,Divorced,Bachelor,60175,6508,Email,Newsletter,0,2019-03-31,2019-08-12
C0823,Male,61,Single,Bachelor,74190,13910,Phone,Loyalty Program,1,2020-01-20,2020-12-19
C0824,Male,40,Married,High School,65512,9437,Email,New Product,0,2022-03-08,2022-05-07
C0825,Female,35,Married,High School,49466,7012,Email,New Product,0,2021-09-23,2021-10-29
C0826,Female,31,Single,Bachelor,57035,14072,Web Ads,New Product,0,2020-10-08,2021-03-31
C0827,Male,21,Married,High School,68352,8782,Social Media,Discount,1,2022-06-21,2023-04-07
C0828,Male,60,Single,Master,29515,3614,Email,Newsletter,1,2020-02-26,2020-04-08
C0829,Female,43,Single,High School,46027,5234,Email,Discount,0,2022-04-20,2022-06-30
C0830,Female,54,Married,Bachelor,70232,16079,Email,Discount,0,2022-05-03,2022-10-04
C0831,Male,49,Single,High School,78133,11668,Web Ads,Newsletter,0,2021-05-23,2021-11-19
C0832,Female,49,Divorced,Bachelor,75315,12803,Web Ads,Loyalty Program,0,2019-02-22,2019-12-14
C0833,Male,66,Single,High School,73399,6324,Web Ads,Discount,0,2021-09-12,2022-07-15
C0834,Male,54,Married,Master,61946,9799,Web Ads,Discount,0,2021-10-10,2022-02-13
C0835,Female,38,Married,Master,44566,4676,Social Media,New Product,0,2020-11-15,2020-11-28
C0836,Male,69,Single,Master,57050,11189,Email,New Product,0,2019-06-28,2019-09-11
C0837,Female,27,Single,Bachelor,30100,6516,Social Media,New Product,0,2019-10-20,2019-12-28
C0838,Male,45,Married,Bachelor,79509,15342,Phone,Discount,0,2020-01-10,2020-11-01
C0839,Female,68,Married,Master,47743,9359,Web Ads,Newsletter,1,2021-12-18,2022-12-07
C0840,Female,59,Married,Bachelor,51999,7929,Social Media,Discount,0,2021-12-13,2022-08-08
C0841,Male,26,Married,High School,75879,14600,Social Media,New Product,0,2022-06-22,2022-10-09
C0842,Female,49,Married,Master,35780,4813,Web Ads,New Product,0,2022-03-18,2022-07-24
C0843,Male,26,Married,Bachelor,42158,7600,Email,Discount,0,2021-03-06,2021-05-23
C0844,Female,22,Married,High School,64019,6517,Web Ads,Discount,0,2022-10-23,2023-04-02
C0845,Male,20,Married,High School,67805,4336,Email,Newsletter,0,2019-01-16,2019-11-01
C0846,Male,55,Married,High School,58924,7818,Social Media,Newsletter,0,2019-06-25,2020-02-10
C0847,Male,44,Married,Bachelor,59413,8457,Email,Discount,0,2022-11-30,2023-07-20
C0848,Female,56,Single,High School,79025,8003,Social Media,Newsletter,0,2023-01-30,2023-07-23
C0849,Female,20,Married,High School,69544,13598,Social Media,Discount,0,2019-05-09,2019-12-15
C0850,Female,34,Married,High School,67517,4369,Social Media,New Product,0,2022-05-31,2023-03-15
C0851,Male,56,Single,Bachelor,71634,6772,Web Ads,Discount,0,2021-06-02,2021-08-13
C0852,Female,32,Single,Master,55491,11082,Phone,Newsletter,0,2022-06-21,2023-03-19
C0853,Male,59,Single,Bachelor,92597,12725,Phone,Discount,0,2020-03-01,2020-03-16
C0854,Female,27,Married,High School,25387,4850,Email,New Product,1,2019-12-20,2020-09-02
C0855,Male,24,Married,High School,81868,13385,Web Ads,Loyalty Program,0,2021-01-19,2021-09-14
C0856,Male,28,Single,Master,73531,17657,Email,Discount,0,2021-01-13,2021-11-04
C0857,Male,20,Married,Bachelor,63724,10804,Email,New Product,1,2022-09-11,2023-06-04
C0858,Female,55,Married,Bachelor,61200,3241,Email,Discount,0,2021-10-23,2022-01-03
C0859,Female,54,Single,High School,57666,6953,Social Media,Loyalty Program,1,2020-04-23,2020-05-30
C0860,Male,21,Married,Master,76551,6017,Web Ads,Discount,0,2021-09-02,2022-08-22
C0861,Female,59,Divorced,Bachelor,59402,13955,Email,New Product,0,2022-01-09,2022-03-12
C0862,Female,42,Married,High School,49081,3475,Social Media,Newsletter,0,2019-02-13,2019-11-01
C0863,Female,28,Married,High School,73529,9377,Web Ads,Discount,0,2019-06-04,2019-07-21
C0864,Male,53,Divorced,Bachelor,83771,7976,Social Media,Discount,1,2021-08-04,2022-06-17
C0865,Male,65,Married,Master,31092,6819,Phone,Loyalty Program,0,2021-07-16,2022-06-24
C0866,Female,33,Single,Master,95356,10652,Email,Loyalty Program,0,2019-04-09,2019-09-04
C0867,Male,23,Married,Bachelor,44449,11040,Phone,Newsletter,0,2022-11-21,2023-01-22
C0868,Male,49,Married,Master,45595,2631,Email,Discount,0,2019-06-20,2019-10-01
C0869,Female,50,Married,High School,41326,3126,Web Ads,Discount,0,2019-05-28,2019-09-08
C0870,Female,57,Single,Bachelor,60012,5696,Social Media,Loyalty Program,0,2019-05-03,2020-01-30
